Program,Year,Period,Region,Commodity,Data Item,Domain Category,Value,MOA
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)",52000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)",0.017,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",190000,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",0.096,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)",17000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)",0.019,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA, DIGLY. SALT = 128931)",16000,4
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA, DIGLY. SALT = 128931)",0.25,4
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",9000,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",0.031,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)",43000,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)",0.099,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)",80000,15
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)",0.265,15
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)",8000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)",0.048,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMICLORAC-PENTYL = 128724)",17000,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMICLORAC-PENTYL = 128724)",0.02,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",138000,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",0.066,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)",330000,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)",0.19,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",2841000,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.63,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)",142000,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)",0.489,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",88903000,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",0.802,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMOX = 129171)",9000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMOX = 129171)",0.03,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)",66000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)",0.061,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)",100000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)",0.053,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZETHAPYR, AMMON. = 128923)",5000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZETHAPYR, AMMON. = 128923)",0.048,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (LACTOFEN = 128888)",23000,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (LACTOFEN = 128888)",0.11,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",437000,5
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",0.255,5
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",335000,22
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",0.492,22
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",1894000,3
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",0.92,3
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (QUIZALOFOP-P-ETHYL = 128709)",14000,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (QUIZALOFOP-P-ETHYL = 128709)",0.038,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",837000,15
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",1.023,15
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)",10000,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)",0.153,1
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",70000,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",0.087,14
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)",970000,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)",0.967,9
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",3000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.004,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)",103489000,NA
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",5000,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.008,2
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",1454000,3
SURVEY,2006,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",0.818,3
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",25000,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.132,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",4098000,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",0.51,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D, BEE = 30053)",68000,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D, BEE = 30053)",0.329,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",1830000,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",0.544,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-DB, DIMETH. SALT = 30819)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-DB, DIMETH. SALT = 30819)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",635000,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",0.907,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)",210000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)",0.275,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (ALACHLOR = 90501)", (D),15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (ALACHLOR = 90501)", (D),15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)", (D),5
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)", (D),5
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BENTAZON = 103901)", (D),6
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BENTAZON = 103901)", (D),6
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",1000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",0.01,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)",187000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORIMURON-ETHYL = 128901)",0.022,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",524000,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)",0.073,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)", (D),13
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)", (D),13
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)",83000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)",0.024,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA, DIGLY. SALT = 128931)",18000,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA, DIGLY. SALT = 128931)",0.113,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA, DIMET. SALT = 29802)",69000,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA, DIMET. SALT = 29802)",0.223,4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)",235000,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)",0.278,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FENOXAPROP-P-ETHYL = 129092)",7000,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FENOXAPROP-P-ETHYL = 129092)",0.031,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)",195000,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)",0.094,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)", (D),15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)", (D),15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)",14000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)",0.082,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMICLORAC-PENTYL = 128724)",35000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMICLORAC-PENTYL = 128724)",0.028,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",602000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",0.075,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FLUTHIACET-METHYL = 108803)",10000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUTHIACET-METHYL = 108803)",0.005,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)",1347000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)",0.208,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)",1253000,10
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)",0.373,10
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",6539000,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.838,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)", (D),9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)", (D),9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE DIM. SALT = 103608)",2421000,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE DIM. SALT = 103608)",0.864,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",29550000,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",0.843,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",70826000,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",0.979,9
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMOX = 129171)",6000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMOX = 129171)",0.03,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)",23000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAQUIN = 128848)",0.083,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAQUIN, MON. SALT = 128840)",11000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAQUIN, MON. SALT = 128840)",0.031,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)",205000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)",0.052,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZETHAPYR, AMMON. = 128923)",16000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZETHAPYR, AMMON. = 128923)",0.046,2
